PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-24714-05
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-24714-05
IB- LABORATÓRIO DE GENOTIPAGEM;01-24777-10
FCA- URBANIZAÇÃO ENTORNO RESTAURANTE CAMPUS 2;01-24842-10
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-24913-09
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-24913-09
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-24913-09
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-24913-09
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-24913-09
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-24913-09
STU- NOVA SEDE;01-24920-05
STU- NOVA SEDE;01-24920-05
STU- NOVA SEDE;01-24920-05
CSS/CECOM- CLIMATIZAÇÃO CENTRAL MATERIAL ESTERILIZADO;01-24990-06
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-25072-07
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-25072-07
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-25072-07
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-25072-07
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-25178-10
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-25178-10
HEMOCENTRO - PPCI PARA O HEMOCENTRO;01-25202-10
HEMOCENTRO - PPCI PARA O HEMOCENTRO;01-25202-10
HEMOCENTRO - PPCI PARA O HEMOCENTRO;01-25202-10
HEMOCENTRO - PPCI PARA O HEMOCENTRO;01-25202-10
HEMOCENTRO - PPCI PARA O HEMOCENTRO;01-25202-10
PRP- PRÉDIO CORE FACILITY;01-25239-10
PRP- PRÉDIO CORE FACILITY;01-25239-10
IB- AMPLIAÇÃO BIBLIOTECA;01-25285-04
IB- AMPLIAÇÃO BIBLIOTECA;01-25285-04
IB- AMPLIAÇÃO BIBLIOTECA;01-25285-04
INOVA- PPCI PARA O PRÉDIO DA INOVASOFT;01-25307-08
NEPP- AMPLIAÇÃO PRÉDIO NEPP;01-25315-10
NEPP- AMPLIAÇÃO PRÉDIO NEPP;01-25315-10
NEPP- AMPLIAÇÃO PRÉDIO NEPP;01-25315-10
NEPP- AMPLIAÇÃO PRÉDIO NEPP;01-25315-10
NEPP- AMPLIAÇÃO PRÉDIO NEPP;01-25315-10
IEL- AMPLIAÇÃO DO CENTRO DE CONVIVÊNCIA DE AFÁSICOS;01-25331-06
IEL- AMPLIAÇÃO DO CENTRO DE CONVIVÊNCIA DE AFÁSICOS;01-25331-06
IEL- AMPLIAÇÃO DO CENTRO DE CONVIVÊNCIA DE AFÁSICOS;01-25331-06
PREFEITURA- REFORMA RESTAURANTE DO IE;01-25361-08
PREFEITURA- REFORMA RESTAURANTE DO IE;01-25361-08
PREFEITURA- REFORMA RESTAURANTE DO IE;01-25361-08
FEF- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS FEF;01-25439-08
FEF- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS FEF;01-25439-08
FEF- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS FEF;01-25439-08
FEF- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS FEF;01-25439-08
IA - REFORMA E AMPLIAÇÃO DEP ARTES CÊNICAS NO PAV 2 DO IA;01-25440-08
IA - REFORMA E AMPLIAÇÃO DEP ARTES CÊNICAS NO PAV 2 DO IA;01-25440-08
IA - REFORMA E AMPLIAÇÃO DEP ARTES CÊNICAS NO PAV 2 DO IA;01-25440-08
FEM- PRÉDIOS QUADRA 47;01-25533-05
FEM- PRÉDIOS QUADRA 47;01-25533-05
FEM- PRÉDIOS QUADRA 47;01-25533-05
PREFEITURA- RESTAURANTE IMECC;01-25579-07
PREFEITURA- RESTAURANTE IMECC;01-25579-07
PREFEITURA- RESTAURANTE IMECC;01-25579-07
PREFEITURA- RESTAURANTE IMECC;01-25579-07
PREFEITURA- RESTAURANTE IMECC;01-25579-07
IA- MIDIALOGIA;01-25581-08
IA- MIDIALOGIA;01-25581-08
IA- MIDIALOGIA;01-25581-08
IA- MIDIALOGIA;01-25581-08
IA- MIDIALOGIA;01-25581-08
IA- MIDIALOGIA;01-25581-08
IA- MIDIALOGIA;01-25581-08
IA- MIDIALOGIA;01-25581-08
IA- MIDIALOGIA;01-25581-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
FEM- PRÉDIOS QUADRA 47;01-25584-08
IB- BIOTÉRIO BIOTBIO (FINEP- CT-INFRA 01/07);01-25587-08
IB- BIOTÉRIO BIOTBIO (FINEP- CT-INFRA 01/07);01-25587-08
IB- BIOTÉRIO BIOTBIO (FINEP- CT-INFRA 01/07);01-25587-08
IB- BIOTÉRIO BIOTBIO (FINEP- CT-INFRA 01/07);01-25587-08
IB- BIOTÉRIO BIOTBIO (FINEP- CT-INFRA 01/07);01-25587-08
PREFEITURA- REFORMA RESTAURANTE DO IE;01-25588-08
PREFEITURA- REFORMA RESTAURANTE DO IE;01-25588-08
PREFEITURA- REFORMA RESTAURANTE DO IE;01-25588-08
PREFEITURA- REFORMA RESTAURANTE DO IE;01-25588-08
PREFEITURA- REFORMA RESTAURANTE DO IE;01-25588-08
PREFEITURA- REFORMA RESTAURANTE DO IE;01-25588-08
PREFEITURA- REFORMA RESTAURANTE DO IE;01-25588-08
PREFEITURA- REFORMA RESTAURANTE DO IE;01-25588-08
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-25735-10
INOVA- URBANIZ POLO INOVAÇÃO UNICAMP;01-25736-10
INOVA- EDIF INCUBADORA POLO INOVAÇÃO UNICAMP;01-25738-10
PRG- REFORMA SANITÁRIOS DAC;01-25896-10
PRG- REFORMA SANITÁRIOS DAC;01-25896-10
PRG- REFORMA SANITÁRIOS DAC;01-25896-10
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-25972-08
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-25972-08
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-25972-08
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-25972-08
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-25972-08
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-25972-08
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-25972-08
IB- INSTALAÇÃO DOIS ELEVADORES;01-25973-08
IB- INSTALAÇÃO DOIS ELEVADORES;01-25973-08
IB- INSTALAÇÃO DOIS ELEVADORES;01-25973-08
IB- INSTALAÇÃO DOIS ELEVADORES;01-25973-08
IB- INSTALAÇÃO DOIS ELEVADORES;01-25973-08
IB- INSTALAÇÃO DOIS ELEVADORES;01-25973-08
IB- INSTALAÇÃO DOIS ELEVADORES;01-25973-08
CEL- NOVO PRÉDIO;01-25984-07
IMECC - READEQUAÇÃO PRÉDIO PÓS GRADUAÇÃO;01-26095-08
CPO- REFORMA SANITÁRIOS E ADEQUAÇÃO DO PRÉDIO CPO E INCAMP ÀS NORMAS DE ACESSIBILIDADE;01-26110-10
CPO- REFORMA SANITÁRIOS E ADEQUAÇÃO DO PRÉDIO CPO E INCAMP ÀS NORMAS DE ACESSIBILIDADE;01-26110-10
FEM- PRÉDIOS QUADRA 47;01-26316-10
IA- INSTALAÇÃO DE SISTEMA DE EXAUSTÃO;01-26330-06
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-26427-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-26427-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-26427-09
IFGW- AMPLIAÇÃO BIBLIOTECA;01-26481-10
FEA- REFORMA PLANTA PILOTO E LABS DEPTO CIÊNCIA DE ALIMENTOS (CT-INFRA 01/01);01-26565-09
FEA- REFORMA PLANTA PILOTO E LABS DEPTO CIÊNCIA DE ALIMENTOS (CT-INFRA 01/01);01-26565-09
FEA- REFORMA PLANTA PILOTO E LABS DEPTO CIÊNCIA DE ALIMENTOS (CT-INFRA 01/01);01-26565-09
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-26568-09
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-26568-09
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-26568-09
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-26568-09
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-26568-09
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-26568-09
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-26568-09
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-26568-09
GASTROCENTRO- REFORMA SANITÁRIOS;01-26571-09
GASTROCENTRO- REFORMA SANITÁRIOS;01-26571-09
GASTROCENTRO- REFORMA SANITÁRIOS;01-26571-09
GASTROCENTRO- REFORMA SANITÁRIOS;01-26571-09
GASTRO- REFORMA E AMPLIAÇÃO DO GASTROCENTRO;01-26572-09
GASTRO- REFORMA E AMPLIAÇÃO DO GASTROCENTRO;01-26572-09
GASTRO- REFORMA E AMPLIAÇÃO DO GASTROCENTRO;01-26575-09
GASTRO- REFORMA E AMPLIAÇÃO DO GASTROCENTRO;01-26575-09
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-26719-09
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-26719-09
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-26719-09
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-26719-09
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-26719-09
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-26801-10
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-26931-09
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-26931-09
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-26931-09
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-26931-09
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-26931-09
FEA- LAB DE BIOTECNOLOGIA (CT-INFRA 01/06);01-26931-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-26978-10
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-26978-10
IE- INSTALAÇÃO DE APARELHOS DE AR CONDICIONADO NAS SALAS DE GRADUAÇÃO DO PAVILHÃO DO IE E NAS DE PÓS GRADUAÇÃO;01-27044-10
IE- INSTALAÇÃO DE APARELHOS DE AR CONDICIONADO NAS SALAS DE GRADUAÇÃO DO PAVILHÃO DO IE E NAS DE PÓS GRADUAÇÃO;01-27044-10
IE- INSTALAÇÃO DE APARELHOS DE AR CONDICIONADO NAS SALAS DE GRADUAÇÃO DO PAVILHÃO DO IE E NAS DE PÓS GRADUAÇÃO;"01-27044-10
OF.IE Nº 115/2010"
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IEL- CEDAE (FINEP CT-INFRA 01/07);01-27083-07
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-27096-08
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-27096-08
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-27126-09
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-27126-09
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-27126-09
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-27126-09
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-27126-09
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-27126-09
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-27126-09
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-27126-09
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-27126-09
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-27126-09
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-27126-09
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-27127-08
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-27127-08
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-27127-08
FT- PRÉDIO ADMINISTR DA PÓS GRADUAÇÃO;01-27128-08
FT- PRÉDIO ADMINISTR DA PÓS GRADUAÇÃO;01-27128-08
FT- PRÉDIO ADMINISTR DA PÓS GRADUAÇÃO;01-27128-08
FEM- PRÉDIOS QUADRA 47;01-27128-09
IMECC- REDE ELÉTRICA ESTABILIZADA;01-27149-05
IMECC- REDE ELÉTRICA ESTABILIZADA;01-27149-05
IMECC- REDE ELÉTRICA ESTABILIZADA;01-27149-05
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;01-27159-10
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;01-27159-10
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;01-27159-10
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;01-27171-10
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;01-27171-10
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;01-27171-10
FEF- INFRAESTRUTURA DE COBERTURA E FECHAMENTO DAS PISCINAS DA FEF;01-27178-10
FEF- INFRAESTRUTURA DE COBERTURA E FECHAMENTO DAS PISCINAS DA FEF;"01-27178-10
OF/DIR/FEF Nº 105/10"
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;01-27236-05
FEAGRI- ESTACIONAMENTO;01-27255-08
FEAGRI- ESTACIONAMENTO;01-27255-08
FEAGRI- ESTACIONAMENTO;01-27255-08 (em mãos)
CPQBA- REFORMA AUDITÓRIO;01-27279-05
CPQBA- REFORMA AUDITÓRIO;01-27279-05
CPQBA- REFORMA AUDITÓRIO;01-27279-05
CPQBA- REFORMA AUDITÓRIO;01-27279-05
CEB - REFORMA E AMPLIAÇÃO (FINEP- CT-Infra);01-27339-04
CEB - REFORMA E AMPLIAÇÃO (FINEP- CT-Infra);01-27339-04
CEB - REFORMA E AMPLIAÇÃO (FINEP- CT-Infra);01-27339-04
CEB - REFORMA E AMPLIAÇÃO (FINEP- CT-Infra);01-27339-04
FCA- PRÉDIOS DOS LABORATÓRIOS 1 E 2 CAMPUS 2;01-27396-10
FCA- PRÉDIOS DOS LABORATÓRIOS 1 E 2 CAMPUS 2;01-27396-10
FCA- PRÉDIOS DOS LABORATÓRIOS 1 E 2 CAMPUS 2;01-27396-10
FEM- PRÉDIOS QUADRA 47;01-27464-09
FEM- PRÉDIOS QUADRA 47;01-27464-09
FEM- PRÉDIOS QUADRA 47;01-27464-09
FEM- PRÉDIOS QUADRA 47;01-27464-09
FEM- PRÉDIOS QUADRA 47;01-27464-09
FEM- PRÉDIOS QUADRA 47;01-27464-09
FEAGRI- CONCLUSÃO DA CONSTRUÇÃO DO PRÉDIO III;01-27580-10
CGU - CT-INFRA- PRÉDIO TECNOLÓGICAS;01-27713-09
PREFEITURA- CENTRAL DE MONITORAMENTO;01-27788-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
CGU - CT-INFRA- OBRAS RARAS E COLEÇÕES ESPECIAIS;01-27789-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-27790-09
FE- REVISÃO SPDA;"01-27862-10
OF-FE-286/10"
FCM- AMPLIAÇÃO CEPRE/DDHR/FONOAUDIOLOGIA;01-27864-10
FCM- AMPLIAÇÃO CEPRE/DDHR/FONOAUDIOLOGIA;01-27864-10
FCM- AMPLIAÇÃO CEPRE/DDHR/FONOAUDIOLOGIA;"01-27864-10
OF-DFCM-185/10"
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;01-27874-10
FCA- CONSTRUÇÃO DE 4 QUADRAS ESPORTIVAS;01-27876-10
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-27899-08
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-27899-08
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-27899-08
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-27899-08
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-27899-08
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-27899-08
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-27899-08
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-27899-08
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-27899-08
FEAGRI- REFORMA SETOR SECAGEM LAB PÓS COLHEITA REDEAGRO (FINEP- CT-INFRA);01-27923-05
FEAGRI- REFORMA SETOR SECAGEM LAB PÓS COLHEITA REDEAGRO (FINEP- CT-INFRA);01-27923-05
IB- INSTALAÇÃO DOIS ELEVADORES;01-27943-10
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-27969-09
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-27969-09
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-27969-09
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-27969-09
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-27969-09
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-27969-09
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-27969-09
FCA- PRAÇA DAS BANDEIRAS CAMPUS 2;01-27978-08
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-28060-10
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-28060-10
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-28060-10
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-28060-10
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-28123-08
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-28123-08
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-28123-08
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-28123-08
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-28123-08
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-28123-08
FCM- TRATAMENTO ACÚSTICO PRÉDIO DO CEPRE;01-28144-09
SIARQ- NOVA SEDE;01-28192-04
SIARQ- NOVA SEDE;01-28192-04
SIARQ- NOVA SEDE;01-28192-04
SIARQ- NOVA SEDE;01-28192-04
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-28246-10
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-28247-10
IA- MIDIALOGIA;01-28249-04
IA- MIDIALOGIA;01-28249-04
IA- MIDIALOGIA;01-28249-04
IA- MIDIALOGIA;01-28249-04
IA- MIDIALOGIA;01-28249-04
IA- MIDIALOGIA;01-28249-04
IA- MIDIALOGIA;01-28249-04
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-28328-10
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-28328-10
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-28328-10
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-28328-10
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-28328-10
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-28328-10
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;01-28328-10
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-28379-08
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-28379-08
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-28379-08
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-28379-08
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-28379-08
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-28379-08
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-28379-08
BC- REFORMA DO 3º PISO DA BC;01-28380-08
BC- REFORMA DO 3º PISO DA BC;01-28380-08
BC- REFORMA DO 3º PISO DA BC;01-28380-08
BC- REFORMA DO 3º PISO DA BC;01-28380-08
BC- REFORMA DO 3º PISO DA BC;01-28380-08
BC- REFORMA DO 3º PISO DA BC;01-28380-08
BC- REFORMA DO 3º PISO DA BC;01-28380-08
BC- REFORMA DO 3º PISO DA BC;01-28380-08
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;01-28382-08
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;01-28382-08
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;01-28382-08
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;01-28382-08
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;01-28382-08
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;01-28382-08
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;01-28382-08
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;01-28382-08
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;01-28382-08
PREFEITURA- RESTAURANTE IMECC;01-28383-08
PREFEITURA- RESTAURANTE IMECC;01-28383-08
PREFEITURA- RESTAURANTE IMECC;01-28383-08
PREFEITURA- RESTAURANTE IMECC;01-28383-08
PREFEITURA- RESTAURANTE IMECC;01-28383-08
PREFEITURA- RESTAURANTE IMECC;01-28383-08
PREFEITURA- RESTAURANTE IMECC;01-28383-08
PREFEITURA- RESTAURANTE IMECC;01-28383-08
PREFEITURA- RESTAURANTE IMECC;01-28383-08
PREFEITURA- RESTAURANTE IMECC;01-28383-08
CEMEQ- BARRACÃO DE MANUTENÇÃO;01-28385-08
CEMEQ- BARRACÃO DE MANUTENÇÃO;01-28385-08
CEMEQ- BARRACÃO DE MANUTENÇÃO;01-28385-08
CEMEQ- BARRACÃO DE MANUTENÇÃO;01-28385-08
CEMEQ- BARRACÃO DE MANUTENÇÃO;01-28385-08
CEMEQ- BARRACÃO DE MANUTENÇÃO;01-28385-08
PREAC- CLIMATIZAÇÃO CASA DO LAGO;01-28456-10
FEC- LABORATÓRIO LALT/ FLUXOS DA FEC;01-28945-10
FEC- LABORATÓRIO LALT/ FLUXOS DA FEC;01-28945-10
FEC- LABORATÓRIO LALT/ FLUXOS DA FEC;"01-28945-10
DOC. FEC S/Nº
"
IA- REFORMA PAV ARTES;01-28956-10
IFGW- AMPLIAÇÃO BIBLIOTECA;01-28967-08
IFGW- AMPLIAÇÃO BIBLIOTECA;01-28967-08
IFGW- AMPLIAÇÃO BIBLIOTECA;01-28967-08
IFGW- AMPLIAÇÃO BIBLIOTECA;01-28967-08
